customer_id,score
SYNID0101698026,1.0000000000
SYNID0200441116,1.0000000000
SYNID0101051444,1.0000000000
SYNID0107420641,1.0000000000
SYNID0104401958,1.0000000000
SYNID0108149053,1.0000000000
SYNID0109433108,1.0000000000
SYNID0101686590,1.0000000000
SYNID0102147798,1.0000000000
SYNID0106548303,1.0000000000
SYNID0100249062,1.0000000000
SYNID0102572020,1.0000000000
SYNID0109399460,1.0000000000
SYNID0109427055,1.0000000000
SYNID0103488021,1.0000000000
SYNID0100998114,1.0000000000
SYNID0103912349,1.0000000000
SYNID0104807248,1.0000000000
SYNID0106142344,1.0000000000
SYNID0104876900,1.0000000000
SYNID0103726585,1.0000000000
SYNID0107792167,1.0000000000
SYNID0106345395,1.0000000000
SYNID0106049320,1.0000000000
SYNID0102181483,1.0000000000
SYNID0100250057,1.0000000000
SYNID0103851244,1.0000000000
SYNID0109795030,1.0000000000
SYNID0108169762,1.0000000000
SYNID0108277096,1.0000000000
SYNID0107777202,1.0000000000
SYNID0108560369,1.0000000000
SYNID0103047895,1.0000000000
SYNID0103685816,1.0000000000
SYNID0103096427,1.0000000000
SYNID0100068662,1.0000000000
SYNID0103640418,1.0000000000
SYNID0104889603,1.0000000000
SYNID0103682329,1.0000000000
SYNID0108030468,1.0000000000
SYNID0104181118,1.0000000000
SYNID0102675098,1.0000000000
SYNID0102628258,1.0000000000
SYNID0101767964,1.0000000000
SYNID0105443273,1.0000000000
SYNID0101565476,1.0000000000
SYNID0100891567,1.0000000000
SYNID0108249774,1.0000000000
SYNID0103596663,1.0000000000
SYNID0100565872,1.0000000000
SYNID0100338612,1.0000000000
SYNID0104182767,1.0000000000
SYNID0101461685,1.0000000000
SYNID0103209395,1.0000000000
SYNID0103837340,1.0000000000
SYNID0107747578,1.0000000000
SYNID0100164154,1.0000000000
SYNID0106874895,1.0000000000
SYNID0109106731,1.0000000000
SYNID0107311401,1.0000000000
SYNID0105400152,1.0000000000
SYNID0108139222,1.0000000000
SYNID0104111702,1.0000000000
SYNID0103419190,1.0000000000
SYNID0108094260,1.0000000000
SYNID0108082940,1.0000000000
